annee_de_lappel_a_projets,appel_a_projets,code_des_thematiques,code_des_destinations,action,acronyme_du_projet,description_du_projet,identifiant_de_projet,flag_projet_coordonne,nom_de_actions_groupees,free_keywords,thematique_anglais,thematique_en_francais,topic,coordinator,all_partners
2023,HORIZON-JU-CBE-2023,JU-JTI,CBE,Innovation actions,PROMOFER,"A circular bio-based economy is a key element of a European low carbon economy and is projected to increasingly contribute to greenhouse gas (GHG) emissions reductions, decreased dependence on fossil resources and drive economic growth over the next decades. It can help meet the European Green Deal's goals, including its plan to reduce EU greenhouse gas emissions by at least 55% by 2030, compared to 1990 levels. It also contributes to other EU initiatives, including the Circular Economy Action Plan, the Biodiversity Strategy, Zero Pollution action plan and the Farm to Fork Strategy . EU biorefineries producing bio-based products are expected to be an important part of the circular bio-based economy. Moreover, deployment of biorefineries that utilise EU biomass will increase safe supply of raw materials, decrease emissions, and create jobs and business opportunities, especially in rural areas. Approximately 300 chemical and material driven biorefineries at commercial or demonstration scale are located in the EU . PROMOFER project will address the valorisation of two kinds of feedstock (lignocellulosic biomass and food industry waste) through the improvement of the fermentation processes and downstream purification. It will be produced 3 SSbD, circular bio-based products 1, 2) polyhydroxyalkanoates (PHAs) to be used in geotextile nets applications (agriculture sector) and coated paper packaging applications (packaging sectors); 3) 2,3-Butanediol (2,3-BDO) to produce bio-based PU for the technical textile applications in the fashion industry sector. The integration of these waste streams as biorefinery feedstocks will allow reducing the volumes of landfilled waste, improving competitiveness, resource efficiency and opening new opportunities for the bioplastics production with added advantages of environmental performances and social acceptance.",101157239,TRUE,Innovation actions,"fermentation processes, yield improvement, bio-based pha, bio-based pu, sustainable end of life, downstream purification",Public-private partnerships,Partenariats public-privé,HORIZON-JU-CBE-2023-IA-03,Espagne,"France, Italie, Grèce, Grèce, Pays-Bas, Italie, Irlande, Belgique, Espagne, Pays-Bas, Irlande, Espagne"
2022,HORIZON-HLTH-2022-CARE-08,CLUSTER 1,Destination 4 - CARE,Research and Innovation actions,PRUDENT,"Oral diseases and conditions are the 3rd most expensive diseases to treat in the EU. They affect about half of the EU population. As highlighted in the 2021 WHO Oral Health Resolution, there are major challenges in the financing of oral health care: in deviation from the UN and WHO goal of Universal Health Coverage, many EU citizens do not have access to essential oral health care without financial hardship. This causes detrimental impacts for the individual citizen, while increasing costs and wasting resources on the macro level. Research-policy gaps and research-practice gaps keep triggering inertia and inaction instead of addressing the persistent, albeit largely preventable, burden of oral diseases. To this end, the PRUDENT (Prioritization, incentives and Resource use for sUstainable DENTistry) project aims to develop and implement an innovative and context-adaptive framework for optimized financing of oral care. PRUDENT brings together top investigators from prestigious universities, public authorities and policymakers, civil society and patient organizations, health insurers, and health professionals, to achieve a step change in collective problem solving. Given the comprehensiveness of the topic, PRUDENT uses a targeted approach that is entirely focused on four major root-causes underlying the current limitations of oral care financing. Using a mixed-methods research approach, PRUDENT will: (i) co-develop oral health system performance indicators and implement them in EU-wide monitoring framework; (ii) conduct real-world and lab experiments to identify improved oral care financing mechanisms; (iii) leverage regulatory learning, needs-adaptive resource planning and deliberative priority setting to enhance the improvement of oral care financing. The knowledge gained will be merged into the PRUDENT Financing Companion with policy briefs and decision aid tools for concretely actionable and context-adaptive improvement of oral care financing.",101094366,TRUE,Research and Innovation actions,"oral health care, dentistry, context-adaptive framework",Health,Santé,HORIZON-HLTH-2022-CARE-08-04,Pays-Bas,"Portugal, Estonie, Norvège, Irlande, Allemagne, Pays-Bas, Malte, Danemark, Royaume-Uni, France, Hongrie"
2021,HORIZON-HLTH-2021-DISEASE-04,CLUSTER 1,Destination 3 - DISEASE,Research and Innovation actions,PvSTATEM,"P. vivax is considered the most difficult human malaria to eliminate because of the inability of conventional diagnostics to detect individuals with latent liver forms. These individuals account for 80% of all infections and can readily infect mosquitoes. Currently countries can test knowing this has little impact or and the treat everyone which exposes individuals to drugs with potentially dangerous side effects. Parasite specific antibody responses have been shown to correlate with the likelihood of hypnozoite carriage and can be used to identify individuals who should be treated. Aim is to implement a Cluster-Randomised Trial in Ethiopia and Madagascar to demonstrate the effectiveness of a new anti-malaria intervention based on Plasmodium vivax serological testing and treatment (PvSTATEM) with primaquine to prevent the relapse infections responsible for maintaining P. vivax transmission. Simultaneously, we will assess social and health system acceptability of such an approach as well as refine new mobile technologies which interface with point-of-care diagnostic tests and guide treatment decisions. We aim to reduce malaria burden at both the individual and population level in two countries which experience the highest levels of P.vivax in Africa. We expect to have a significant effect in reducing morbidity and improving health. We will ensure community engagement and assess the adoption of new technologies that align with those existing in the health system. The proposal is built on equal partnership and shared capacity to address a substantial public health burden.",101057665,TRUE,Research and Innovation actions,"malaria, serology, p.vivax, ethiopia, madagascar, primaquine",Health,Santé,HORIZON-HLTH-2021-DISEASE-04-03,France,"Madagascar, Australie, Irlande, Éthiopie, Suisse, Italie, Pologne, Royaume-Uni"
2024,HORIZON-EIC-2024-PATHFINDEROPEN-01,PATHFINDER,OPEN,EIC actions,QCEED,NA,101185617,TRUE,EIC actions,"2d cluster states, quantum information processing, quantum dots coupling, quantum photonic integration, nuclei cooling, spin echo, quantum optics",EIC Pathfinder,EIC Pathfinder,HORIZON-EIC-2024-PATHFINDEROPEN-01-01,Irlande,"Italie, Pologne, France, Italie, Rép. Tchèque, France"
2023,HORIZON-CL4-2023-DIGITAL-EMERGING-01-CNECT,CLUSTER 4-Digital,Destination 4 - DIGITAL,Research and Innovation actions,QPIC1550,"The goal of this project is to create a universal QPIC platform at 1550nm by integrating InP, Quantum Dots and InGaAs detectors on SiN PICs together for the first time. This new platform has the potential to revolutionise quantum photonics by enabling the creation of on-demand single photons and entangled photon pairs, with efficient single photon detection. Critical to this platform is its compatibility with existing optical fibre networks which makes this a cost-effective solution for quantum communication, computing, and quantum metrology applications. We demonstrate the flexibility of our QPIC platform in three different use cases: Quantum Key Distribution, Remote Quantum Computing and Quantum Clock Synchronisation experiments",101135785,TRUE,Research and Innovation actions,"ingaas, inp, quantum dots, sin, qkd, telecom wavelength, clock synchronisation, remote quantum computing",Digital,Numérique,HORIZON-CL4-2023-DIGITAL-EMERGING-01-40,Italie,"Pays-Bas, Pays-Bas, Irlande, Danemark, Pologne, France, Grèce, Italie"
2022,HORIZON-CL4-2022-QUANTUM-04-SGA,CLUSTER 4,DIS other,Research and Innovation actions,QSNP,"The Quantum Secure Networks Partnership (QSNP) project aims at creating a sustainable European ecosystem in quantum cryptography and communication. A majority of its partners, which include world-leading academic groups, research and technology organizations (RTOs), quantum component and system spin-offs, cybersecurity providers, integrators, and telecommunication operators, were members of the European Quantum Flagship projects CIVIQ, UNIQORN and QRANGE. QSNP thus gathers the know-how and expertise from all technology development phases, ranging from innovative designs to development of prototypes for field trials. QSNP is structured around three main Science and Technology (ST) pillars. The first two pillars, “Next Generation Protocols” and “Integration”, focus on frontier research and innovation, led mostly by academic partners and RTOs. The third ST pillar “Use cases and Applications” aims at expanding the industrial and economic impact of QSN technologies and is mostly driven by companies. In order to achieve the specific objectives within each pillar and ensure that know-how transfer and synergy between them are coherent and effective, QSNP has established ST activities corresponding to the three main layers of the technology value chain, “Components and Systems”, “Networks” and “Cryptography and Security”. This framework will allow achieving the ultimate objective of developing quantum communication technology for critical European infrastructures, such as EuroQCI, as well as for the private information and communication technology (ICT) sectors. QSNP will contribute to the European sovereignty in quantum technology for cybersecurity. Additionally, it will generate significant economic benefits to the whole society, including training new generations of scientists and engineers, as well as creating high-tech jobs in the rapidly growing quantum industry.",101114043,TRUE,Research and Innovation actions,"quantum cryptography, quantum-secure networks, secure communication, quantum key distribution (qkd), protocols beyond qkd",Cluster 4 other,Cluster 4 autre,HORIZON-CL4-2022-QUANTUM-04-SGA,Espagne,"Pays-Bas, Rép. Tchèque, Pologne, France, Portugal, France, Espagne, Espagne, Grèce, Grèce, France, Belgique, Belgique, Allemagne, Espagne, France, France, France, Malte, Italie, France, Italie, Autriche, France, Danemark, Pays-Bas, France, Irlande, Allemagne, France, France, Autriche, Allemagne, Allemagne, Allemagne, Italie, Espagne, Belgique, Pays-Bas, Italie, Portugal, Espagne, Danemark, Italie, France, Italie"
2021,HORIZON-CL4-2021-DIGITAL-EMERGING-02,CLUSTER 4-Digital,Destination 4 - DIGITAL,Framework Partnership Agreement,QSNP,"The Quantum Secure Networks Partnership (QSNP) aims at creating a sustainable European ecosystem in quantum cryptography and communication. A majority of its partners are participants in the Quantum Flagship projects CIVIQ, UNIQORN and QRANGE, and include world-leading academic groups, research and technology organizations (RTOs), quantum component and system spin-offs, cybersecurity providers, integrators, and telecommunication operators. The Partnership thus has the expertise in all technology development phases, from new designs to field deployment, making it ideal to carry out the future Specific Grant Agreement (SGA) projects. QSNP is structured around three main Science and Technology (ST) pillars. The first two pillars, “Next Generation Protocols” and “Integration”, focus on frontier research and innovation led mostly by academic partners and RTOs. The third ST pillar “Use cases and Applications” aims at expanding the industrial and economic impact of QSN technologies and is mostly driven by companies. In order to achieve the specific objectives within each pillar and ensure that know-how transfer and synergy between them are coherent and effective, QSNP has established ST activities corresponding to the three main layers of the technology value chain, “Components and Systems”, “Networks” and “Cryptography and Security”. Future SGA projects will be able to efficiently rely on this framework, in such a way that the ultimate objective of developing quantum communication technology for critical European infrastructures, such as EuroQCI, and private information and communication market sectors, will be achieved. QSNP will contribute to achieving European sovereignty in quantum technology for cybersecurity. At the same time, it will generate significant economic benefits to the whole society, including training a new generation of scientists and engineers, and the creation of high-tech jobs in the rapidly growing quantum industry.",101080116,TRUE,Others actions,"quantum networks, quantum cryptography, secure communication, quantum encryption, european quantum communication infrastructure, advanced quantum communication protocols",Digital,Numérique,HORIZON-CL4-2021-DIGITAL-EMERGING-02-19,Espagne,"Grèce, Espagne, Belgique, Irlande, Allemagne, Portugal, Allemagne, France, France, Pays-Bas, Allemagne, France, France, Rép. Tchèque, Autriche, France, Portugal, Italie, Allemagne, France, Italie, France, Italie, Danemark, France, Danemark, Belgique, Italie, Pays-Bas, Pologne, Grèce, France, France, Malte, France, Allemagne, France, Italie, Espagne, Espagne, Italie, Autriche, Autriche, Belgique, Espagne, Pays-Bas, Espagne"
2021,HORIZON-CL6-2021-GOVERNANCE-01,CLUSTER 6,Destination 7 - GOVERNANCE,Research and Innovation actions,QuantiFarm,"The QuantiFarm project focusses on supporting the further deployment of digital technologies in agriculture (DATs) as key enablers for enhancing the sustainability (economic, environmental, social) performance and competitiveness of the agricultural sector. It will achieve this by establishing a framework for assessing the impact and effectiveness of DATs in agriculture and developing innovative tools, services and recommendations for farmers, advisors and policy makers. Following a multi-actor approach, QuantiFarm will build the project activities around 30 Test Cases (TCs) which span over 20 countries in 10 (of the 11) Biogeographical regions across Europe, capturing multiple geo-political and financial settings. All 30 TCs take place in commercial farms of different types, sizes, ownership and operating conditions from 7 agricultural sectors. Different aspects of these TCs will be examined in the context of different work packages (WPs). The TCs’ actors will be engaged in participatory observation activities to offer valuable input and actively support the behavioural analysis (WP1), the establishment of the Assessment Framework (WP2) and the co-design of an innovative Toolkit for farmers, advisors and policy makers (WP3). The lean multi-actor approach will be used in the testing activities to evaluate the QuantiFarm Toolkit and validate the Assessment Framework by testing the various DATs in real life conditions, across 3 iterations/growing seasons (WP4). The outcomes will be transformed into policy recommendations (WP5) and will feed the QuantiFarm DIA that will help build the capacities of farmers’ advisors in DATs. Finally, a WP on dissemination, ecosystem building and exploitation (WP6), will guarantee the wider dissemination and knowledge transfer in a multi-actor context of the outputs of the project. QuantiFarm includes 32 partners, 12 of them representing farmers and advisors.",101059700,TRUE,Research and Innovation actions,"digital agriculture technologies, assessment framework, innovative advisory services, digital tools, sustainability assessment, cost-benefit analysis, independent monitoring, cap, decision support",Bio-Environment,Bio-Environnement,HORIZON-CL6-2021-GOVERNANCE-01-22,Grèce,"Suisse, Italie, Finlande, Pays-Bas, Belgique, Pologne, Pologne, Chypre, Serbie, Grèce, Lituanie, Italie, Royaume-Uni, Lettonie, Belgique, Grèce, Espagne, Grèce, Portugal, Slovénie, Belgique, Portugal, France, Espagne, Pologne, Roumanie, Italie, Pays-Bas, Irlande, Bulgarie, Pays-Bas, Croatie, Grèce"
2023,HORIZON-HLTH-2023-TOOL-05,CLUSTER 1,Destination 5 - TOOL,Coordination and support actions,QUANTUM,"Context: Data users (i.e., researchers, innovators, regulation agencies and policy-makers) need high-quality data. In HealthData@EU, data holders are expected to make their datasets available for secondary use, providing a notion of their quality and utility and the maturity of their data quality procedures. In article 56 in the HealthData@EU proposed regulation, this notion would take the form of a label. Goal: Overall, QUANTUM aims at developing and implementing a label mechanism that could be ideally adopted in the future HealthData@EU. Methods: QUANTUM builds on 5 technical work packages (WP). WP1 conceptualises and provides technical specifications for a data quality, utility, and maturity label. WP2 designs and tests, at small-scale, the label. WP3 implements the labelling mechanism in a number of data holders. WP4 engages the data quality users’ community; and, WP5 outreaches other interested parties, including other initiatives building HealthData@EU. Expected results: a) A common concept of datasets Quality and Utility and Data holders’ Maturity; b) Technical specifications for the label (Deliverable D1.1. and D1.2); c) A conformance checking tool that yields the label (D2.1); d) An implementation report of the label mechanism (D3.1); e) Recommendations for a large-scale implementation of the QUANTUM label mechanism (D3.2); and, f) The QUANTUM Exchange Platform and Academy (D4.2 and D4.3) as instruments for capacity building. Consortium: For this purpose, 27 beneficiaries, 5 affiliated entities and 3 associated partners. The composition of the Consortium seeks to reflect the different roles and institutions in the governance of the HealthData@EU; virtually consider all types of data and science of interest; and gather the expertise of previous outstanding projects in the domain",101137057,TRUE,Coordination and support actions,"healthdata@eu, data quality, data utility, data quality framework, data provenance, data holders maturity, data quality management, secondary use, findability, accessibility, interoperability, reusability",Health,Santé,HORIZON-HLTH-2023-TOOL-05-09,Espagne,"Espagne, France, Norvège, Autriche, Croatie, Autriche, Portugal, Finlande, Portugal, Irlande, Belgique, Allemagne, Belgique, Italie, Royaume-Uni, Norvège, Allemagne, Slovénie, France, Belgique, Pays-Bas, Pays-Bas, Italie, France, France, France, Grèce, Belgique, Royaume-Uni, Pays-Bas, France, France, Finlande, Belgique"
2022,HORIZON-CL5-2022-D3-03,CLUSTER 5-Energy,Destination 3 - D3,Innovation actions,QUASAR,"QUASAR will develop and implement solutions for a systematic collection and management methodology and decision tools for EOL-PV-modules based on a holistic approach between all parts and actors across the EOL supply chain including concepts of reverse logistic technologies, AI/machine learning, product lifecycle information management (PLIM) based on digital twins, and best practices for sorting, warehouse operations, testing and repair/reuse. EOL decision-making will be supported through the delivery of a digital product passport thanks to smart sensor tags as well as rapid, non-destructive testing methods for assessing EOL-PV condition for reuse/repair/recycling in the field and at waste treatment facilities. Repair technology solutions will be provided, along with guidelines for second-life warranty, quality thresholds, product reliability, labelling and tracking. QUASAR will upscale and demonstrate two emerging recycling technologies based on delamination by controlled thermal and chemical treatment [pilot A] and waterjet delamination [pilot B], targeting EOL-PV recycling rates of 70-90% for silicon, metals, glass and polymers with high purity for reuse in the PV industry, as well as semi-conductor industry, speciality chemicals, float glass, or other products. Material closed-loop systems will be implemented to enable a circular economy for the PV industry. By 2050, from the upscaling and worldwide deployment of both recycling technologies, substantial volumes of secondary raw materials will be unlocked: 220,000 tons of silicon, 5,200 tons of silver, 62,000 tons of copper and 4,700,000 tons of glass, accompanied with 421 million tons of CO2 savings. To achieve its specific objectives, QUASAR gathers a multidisciplinary consortium involving commercial actors from across the entire EOL supply chain: PV module manufacturers, utility scale PV system operators, collectors, recyclers, and end users of recycled secondary raw materials.",101122298,TRUE,Innovation actions,"eol-pv, circularity, reuse, repair, recycling, secondary raw materials, digitalisation",Energy,Energie,HORIZON-CL5-2022-D3-03-09,Norvège,"Norvège, Royaume-Uni, Allemagne, Norvège, Afrique du Sud, France, France, Norvège, Norvège, Belgique, Etats-Unis, Lituanie, Espagne, France, Irlande, Allemagne, Allemagne, France, Allemagne"
2021,HORIZON-HLTH-2021-STAYHLTH-01,CLUSTER 1,Destination 1 - STAYHLTH,Research and Innovation actions,R2D2-MH,"Individuals with mental health (MH) conditions and their families, especially those with highly prevalent neurodevelopmental disorders (NDDs), are exposed to high levels of discrimination and stigma, which significantly affects their physical and mental well-being. Our world-leading collaborative group at the forefront of research in NDDs will launch a new project - ?Risk, Resilience and Developmental Diversity in Mental Health? (R2D2-MH). We propose a double paradigm shift to improve the wellbeing of people with MH conditions and their families. We will move (i) from risk-focused studies towards understanding and promoting resilience, and (ii) from a diagnosis-based approach to a developmental diversity approach that will define wellbeing and functioning across the human lifespan. R2D2-MH aims to identify genetic and environmental protective/resilience factors and how they influence developmental diversity and MH. We will investigate at multiple levels two highly prevalent early risks for MH conditions: prematurity and genetic liability for NDDs. Our project has four main ambitions 1. Provide the largest European multi-scale dataset on early human brain development and MH outcomes; 2 Identify biological mechanisms of resilience to the adverse effects of NDD; 3. Co-develop, with the stakeholders, new digital tools to increase participatory research/medicine and reduce stigma; 4. Establish predictive models to guide personalised interventions. R2D2-MH integrates interdisciplinary and complementary expertise across Europe, Israel, and Australia that covers ethics, epidemiology, sociology, genetics, cell biology, neuroscience, computational modelling, Information Technology, psychology, and psychiatry. Our research is highly engaged: it embeds participant and patient involvement in research to ensure that our expected outcomes are truly translational, and will help to reduce stigma and burden for individuals with MH conditions.",101057385,TRUE,Research and Innovation actions,"preterm birth, autism spectrum disorders, attention deficit hyperactivity disorders, ethics, stakeholders, brain imaging, brain development, genetics, web-based portal, ehealth app, it development, predictive",Health,Santé,HORIZON-HLTH-2021-STAYHLTH-01-02,France,"Royaume-Uni, Irlande, Espagne, France, Suisse, Suisse, Israël, Belgique, Allemagne, Danemark, Royaume-Uni, Suède, Israël, Allemagne, Australie, France, France, Royaume-Uni, Pays-Bas, Australie, Australie, Canada, Royaume-Uni, Pays-Bas, Italie, Allemagne"
2023,HORIZON-CL4-2023-HUMAN-01-CNECT,CLUSTER 4-Digital,Destination 6 - HUMAN,Research and Innovation actions,RAIDO,"RAIDO is a powerful framework solution designed to develop trustworthy and green artificial intelligence (AI). Trustworthy AI focuses on ensuring the reliability, safety, and unbiased optimization and deployment of AI systems, particularly in critical applications such as healthcare, farming, energy, and robotics. On the other hand, Green AI involves the development and deployment of energy-efficient and environmentally sustainable AI technologies, leading to reduced environmental impact and improved resource management. RAIDO provides an array of automated data curation and enrichment methods, including digital twins and diffusion models, to create high-quality, representative, unbiased, and compliant training data. It also offers various data- and compute-efficient models and tools to create energy-efficient Green AI, such as few- and zero-shot learning, dataset and model search, data and model distillation, and continual learning. To ensure the transparency, explainability, and reliability of the optimized AI models and data handling processes, RAIDO uses various XAI methods, decentralized blockchain, feedback-based reinforcement learning, novel KPIs, and visualization techniques. Additionally, the innovative AI orchestrator optimizes related tasks and processes, reducing the overall energy consumption and environmental footprint of the models during both development and deployment. RAIDO emphasizes the development of dynamic interfaces that support the appropriate AI paradigms (central, distributed, dynamic, hybrid) and enable seamless adaptation to the needs of the use situation. Furthermore, RAIDO will be evaluated through four real-life demonstrators in key application domains, such as smart grids, computer vision-based smart farming, healthcare, and robotics, showcasing notable societal and market impact.",101135800,TRUE,Research and Innovation actions,"trustworthy ai, green ai, ai orchestrator",Digital,Numérique,HORIZON-CL4-2023-HUMAN-01-01,Slovénie,"Belgique, Belgique, Grèce, Royaume-Uni, Grèce, Belgique, Irlande, Irlande, Chypre, France, Royaume-Uni, Italie, France, Grèce, Chypre, Italie, Belgique, Chypre, Grèce, Luxembourg, Inde, Royaume-Uni, Grèce, Chypre, Grèce, Grèce, Espagne, Luxembourg"
2022,HORIZON-MSCA-2022-COFUND-01,MSCA,NA,Marie Skłodowska-Curie actions,RAMON LLULL,"The Ramon Llull-AIRA Postdoctoral Programme (RAMON LLULL) is an international postdoctoral programme offering 33 three-year fellowships to train researchers in the outstanding R&D Institutions in artificial intelligence (AI) in Catalonia to become competent scientific leaders in different scientific disciplines within AI by promoting challenging interdisciplinary R&D projects. The programme is led by the Computer Vision Centre (CVC-CERCA), holder of the current Artificial Intelligence Research Alliance, AIRA, the axis for knowledge generation within the current Catalan Strategy for AI (Catalonia.ai). CVC-CERCA is acting as beneficiary, together with AIRA partner institutions (IIIA-CSIC, BSC, IDEAI-UPC, IRII-CSIC-UPC) and 8 further outstanding research institutions in Artificial Intelligence (AI): UAB, UPF, UdG, URL, URV, Eurecat, i2Cat, IJC-CERCA (5 Universities, 2 Technology Centres and 1 Clinical Research Institution), which will participate as Implementing Partners for the recruitment, hosting & training of the ER fellows. The Programme is created with the explicit encouragement and direct support from the Catalan Government committing to support the activities of the Programme through AIRA Initiative. RAMON LLULL Programme will contribute to boost career perspectives of researchers with outstanding academic quality from a three-dimensional perspective: Excellent Human Centred AI Research; Leadership; and Interdisciplinary Research with other top R&D intensive institutions and companies. The programme will provide a new dimension for the Catalan R&D ecosystem in AI through highly interdisciplinary and intersectoral fundamental research while fulfilling all the principles of Open Science and maintaining the highest research quality standards. It is aimed to optimise the capacity of the Catalan AI ecosystem by recruiting, hosting and training researchers in AI R&I Institutions in Catalonia with the ambition to become competent scientific leaders in different AI disciplines.",101126667,TRUE,Marie Skłodowska-Curie actions,"artificial intelligence, research training, ai ecosystem",Marie Skłodowska-Curie,Marie Skłodowska-Curie,HORIZON-MSCA-2022-COFUND-01-01,Espagne,"Espagne, Espagne, Espagne, France, Espagne, Espagne, Royaume-Uni, Espagne, Espagne, Espagne, Espagne, Inde, Espagne, Espagne, Danemark, Espagne, Espagne, Espagne, Espagne, Espagne, Espagne, Espagne, Espagne, Espagne, Espagne, Espagne, Espagne, Espagne, Italie, Espagne, France, Irlande, Pologne, Espagne, Espagne, Espagne, Croatie, Espagne, Espagne, Rép. Tchèque, Espagne"
2022,HORIZON-MSCA-2022-DN-01,MSCA,NA,Marie Skłodowska-Curie actions,RE-MAKE,"Ambitious goals of the European Green Deal call for new sustainable and material-efficient manufacturing technologies that can reduce energy and raw material consumption; this objective can be upheld by extending the product life via optimized production methods, recovering product performance through refurbishing, and even improving its functions beyond design by remanufacturing. These are the overarching objectives of RE-MAKE that considers cold spray (CS), a solid-state metal powder deposition technique, as the key for a new route to additive manufacturing (AM), repair and remanufacturing. Thanks to its exceptional deposition efficiency, high build-up rate, limited energy consumption, and flexibility of material choice, CS is an ideal candidate for the EU Circular Economy Action Plan. However, currently, there are multiple scientific and industrial gaps, paired with poor awareness about CS’s potential due to the lack of qualified engineers and scientists, that impede the full exploitation of CS. RE-MAKE is planned to establish CS as a unique sustainable and scalable tool for AM, remanufacturing and upcycling, paving the path to a green and efficient sustainable industrial development. This ambitious goal will be achieved by training highly qualified doctoral candidates (DCs) through advanced transversal and inter-sectoral training. The wide-ranging hard and soft skills the DCs will gain enable them to embark on tackling scientific and technological challenges with a practical perspective. Creating a network of leading European research and industrial partners, all working at the cutting edge of CS, will expose DCs to a holistic training with access to a wealth of expertise and a rare multidisciplinary environment. RE-MAKE will endow a first cohort of these essential researchers with a deep, discipline-specific knowledge, that will fulfil the increasing demand of the manufacturing industry for this missing profile.",101119988,TRUE,Marie Skłodowska-Curie actions,"cold spray, additive manufacturing, artificial intelligence, lca",Marie Skłodowska-Curie,Marie Skłodowska-Curie,HORIZON-MSCA-2022-DN-01-01,Italie,"Allemagne, France, Pays-Bas, Rép. Tchèque, Rép. Tchèque, Finlande, Royaume-Uni, Espagne, Irlande, Finlande, Royaume-Uni, Royaume-Uni, Finlande, Espagne, France, Espagne"
2021,HORIZON-MSCA-2021-SE-01,MSCA,NA,Marie Skłodowska-Curie actions,RE-ROUTE,"Urban areas host 70% of the EU population, and it is estimated that this will increase up to 84% by 2050, exacerbating the EU cities’ current daunting problems such as air quality and greenhouse gas (GHG) emissions. In 2019, the transport sector was accountable for 27% of total EU GHG emissions, of which road transport accounted for approximately 72%. Many cities are looking to promote public and nonmotorised forms of transport to provide access to safe, affordable, accessible, and sustainable transport systems for all citizens. Many cities in Europe and worldwide are witnessing an increasing interest in shared and multi-modal mobility services using modes such as carsharing, bikes, ride-hailing, e-scooters facilitated by the emergence of intermediary mobility-on-demand platforms. Mobility services accessible ‘on demand’ can be achieved by an integrated Multimodal Intelligent Transport System (M-ITS) incorporating both motorised and non-motorised transport as well as private and public systems through the concept of Mobility as a Service (MaaS) Sustainable mobility alternatives such as a fully integrated and seamless multimodal mobility system that can be made widely available with the communication and computation advancements. RE-ROUTE an integRated intElligent multi-modal tRanspOrt infrastrUcTurE: distributed localised decision-making at the network edge forms an international, interdisciplinary, and inter-sectoral network of institutions with complementary skills, working on a joint research and knowledge transfer programme to improve the multi-modal Mobility-as-a- Service transport integration through localised Edge-based real-time data sharing, decentralised decision making, and localised network that places the processing at the proximity of data, contribute to evidence-based policy and physical infrastructure development and developing a unique skill set for the participating partners and improving their career prospects in the emerging ITS job market.",101086343,TRUE,Marie Skłodowska-Curie actions,NA,Marie Skłodowska-Curie,Marie Skłodowska-Curie,HORIZON-MSCA-2021-SE-01-01,Irlande,"Etats-Unis, Grèce, Royaume-Uni, Rép. Tchèque, Grèce, Irlande, France, Grèce, Finlande"
2023,HORIZON-JU-IHI-2023-04-two-stage,JU-JTI,IHI,Research and Innovation actions,READI,NA,101166227,TRUE,Research and Innovation actions,"clinical study accessibility, patient engagement, data interoperability, digital innovation, underserved populations, underrepresented populations",Public-private partnerships,Partenariats public-privé,HORIZON-JU-IHI-2023-04-03-two-stage,Espagne,"Belgique, France, Suisse, Danemark, Suède, Irlande, Espagne, Espagne, Royaume-Uni, Allemagne, Italie, Espagne, Lituanie, Allemagne, Danemark, Belgique, Espagne, Royaume-Uni, Suisse, Espagne, Espagne, Pays-Bas, Brésil, Suisse, Royaume-Uni, Belgique, Pays-Bas, Belgique, Portugal, Allemagne, Danemark, Etats-Unis, Espagne, Belgique, Italie, Lituanie, Luxembourg, Pays-Bas, Espagne, Danemark, Allemagne, Belgique, Etats-Unis, Belgique, Pays-Bas, Royaume-Uni, Italie, France, Allemagne, Royaume-Uni, Danemark, Etats-Unis, Etats-Unis, Irlande, Roumanie, Royaume-Uni, Chypre, Espagne, Belgique, Etats-Unis, Belgique, Belgique, Etats-Unis, Royaume-Uni, Pays-Bas, France, Belgique, France, Royaume-Uni"
